X1,X2,X3,X4,X5,Y
0.44240728,-1.168157494,-2.336314987,-2.239487115,0.094882044,1.008615837
-1.540311436,-3.454831029,-6.909662059,-5.061598329,-2.37282551,11.26095041
-1.39245295,-1.264336798,-2.528673596,-4.702153913,-2.063654914,1.909172251
0.788337832,-1.978460995,-3.95692199,-2.257779139,-1.359756295,9.938715731
-0.034652826,-1.230133166,-2.460266333,-2.50348339,2.970842198,-9.854059275
0.024524916,-1.239713127,-2.479426254,-3.70632368,0.706070642,-5.016647149
-0.894418136,0.603383737,1.206767474,-4.67716067,-3.23206224,-1.154658234
-0.360583458,-1.796241717,-3.592483435,-0.189814293,3.124239073,-0.957415494
0.590824126,-2.757359497,-5.514718994,-3.898152765,-0.008383349,3.141714593
-1.807324267,-2.240385218,-4.480770436,-0.013599075,-1.347955632,17.41510567
-0.325984088,-4.123331344,-8.246662689,-1.583561907,-1.08832521,19.08770936
0.492874449,0.007665921,0.015331842,-4.211244409,0.384153137,-9.685209785
-0.662346994,2.246836035,4.49367207,-3.533278999,3.722940428,-29.16251567
-1.001021068,-1.566620618,-3.133241237,-0.719281184,3.596563112,-5.515566745
-1.386104572,-1.214230277,-2.428460554,-0.867873707,0.557497355,3.680691578
-1.432259806,-2.934682074,-5.869364147,0.449098393,-4.465965398,32.65051042
-1.49896173,-2.507888116,-5.015776231,-6.196080428,0.442412539,-6.905003379
-0.138503202,-1.567754713,-3.135509426,-6.797635448,-2.1599436,-2.142074843
0.275417407,-2.495375888,-4.990751775,-5.274201212,-1.135159297,1.62491487
0.631736272,-2.626947652,-5.253895304,-1.290765772,1.223845971,5.945325828
-1.7243261,-1.972833148,-3.945666296,-2.196621706,-0.125586275,5.845089986
-1.077860229,-2.345376565,-4.69075313,-2.724770205,1.574260903,-0.802950201
0.646757111,0.948679314,1.897358628,-4.518203319,-3.357498598,-1.626103805
2.001588045,-1.768477759,-3.536955518,-1.592970416,1.107009924,2.104052024
1.062360181,-1.478385629,-2.956771257,-2.162521625,-0.41973215,4.810770793
-0.572296686,0.430129862,0.860259724,-3.45555033,-4.773359256,9.092896451
-0.321266702,-2.501243406,-5.002486812,-2.844146605,-1.085268673,9.054746102
-0.201768526,-2.374414224,-4.748828447,-2.559703874,-2.195877637,13.34921684
-1.792680339,0.608796043,1.217592085,-4.471711598,1.789115406,-18.23120201
-0.235307322,-0.135946597,-0.271893194,0.372944941,-0.601526483,7.644848382
-0.417280059,-1.44178879,-2.88357758,-2.880931723,1.879937288,-5.876025163
-0.848875908,0.926091552,1.852183104,-3.497001331,5.437486233,-30.21184473
-1.406827039,1.515571426,3.031142852,-1.706546549,-3.351878041,4.097036354
0.499518476,-1.371291942,-2.742583884,-1.666265466,-1.213465382,8.790996856
-1.037022379,-1.781188637,-3.562377273,-3.584162156,-3.763608305,13.22579894
0.228897756,-4.383134517,-8.766269033,-2.272048232,1.002090946,10.34064272
0.748645132,-0.554966781,-1.109933563,-3.712606283,0.074300169,-5.402194279
0.210368285,-3.97707666,-7.954153319,-6.120527931,-1.152751199,5.12466089
0.462250373,1.357881864,2.715763728,-5.37479192,-1.752545378,-11.47418085
-0.087197889,-2.281649333,-4.563298667,-5.834786029,-5.290306241,14.54674144
1.74872606,-2.305612129,-4.611224258,-5.750950979,1.610990614,-10.1465256
-1.032390601,1.231596138,2.463192275,-0.75734921,-3.260396558,8.114515503
-1.805499591,-1.095818874,-2.191637749,1.126121217,3.851123501,-2.54633128
-0.322476958,0.614609764,1.229219528,-1.979644577,-0.435811514,-3.410991869
-0.101071209,-2.699810665,-5.399621329,-4.084059924,0.50574221,0.823375383
-0.109646928,-1.448820447,-2.897640893,-2.50823324,-0.412096009,3.624282407
0.118744406,-0.64311625,-1.286232499,-1.995191041,-6.31784302,23.01966588
-0.459256642,-1.59998485,-3.199969699,-1.034071236,0.147347527,6.82942299
-0.148308321,-1.896839605,-3.793679211,-1.884099973,-2.593844626,14.61715038
0.553185788,-0.394276044,-0.788552087,-1.482991123,0.812037861,-2.656090226
0.62254185,0.121678942,0.243357884,-5.696094903,-4.631558987,2.452910269
0.279572884,-0.554111679,-1.108223358,-4.502172334,-2.303087988,0.212301041
-1.475309497,-0.181294954,-0.362589908,-3.375015036,-0.214793216,-4.736959275
1.731288379,-1.031878268,-2.063756535,-2.455586497,-1.234844762,4.832913405
-2.792941153,-2.686547228,-5.373094455,-0.072220572,-3.115030144,25.31816041
1.722457912,-3.515625944,-7.031251888,-4.597749027,-1.222873733,8.506072275
-0.759786011,-2.184290708,-4.368581415,-0.498685894,-2.866708686,21.32633623
0.364374311,-1.120028243,-2.240056485,-0.412337132,-0.370360973,7.977485325
-0.575288372,-4.954352448,-9.908704897,-1.652649293,-3.198246543,30.2754317
-0.850747272,0.031636983,0.063273967,-4.173483686,-1.718074321,-2.614703174
0.526842656,-1.804267238,-3.608534477,-1.013200436,-0.932162228,11.5132686
-0.455726451,-0.092172493,-0.184344986,-0.838561519,0.257512971,0.364328901
0.032516051,-3.781429418,-7.562858837,-1.227497947,-0.772146536,18.03653724
1.175396294,1.255326352,2.510652705,-2.626177523,-2.630348147,0.549301435
-0.789002991,-1.036223566,-2.072447132,-2.095101182,-0.092162195,2.031923696
0.993485818,0.587225802,1.174451604,1.358695537,-3.048470003,16.4022692
-1.718779009,-1.795694779,-3.591389558,-5.360159005,-2.096191626,2.601098874
-0.866471384,1.211451493,2.422902985,-4.624958403,3.989078069,-29.13787696
-0.449402156,-0.019848255,-0.03969651,-2.836841705,1.712523831,-11.11118174
1.060038191,-1.679843876,-3.359687753,-3.921365168,-1.477962154,4.394338
-0.099129767,-1.015630669,-2.031261339,-5.971495752,1.881574648,-16.50257752
-0.244117121,0.071377196,0.142754393,-2.489848966,-1.435026899,0.8906307
0.562890632,-0.413831446,-0.827662891,-1.623663561,-1.391638496,5.369805981
-0.664205319,-3.588246208,-7.176492417,-3.824910203,0.199784431,6.044758302
-1.836678044,-0.043332475,-0.086664949,-3.967855368,-4.814236353,-14.45930405
-0.842814854,-0.855761082,0.128089874,-3.477974684,-0.235843654,-2.74971086
-0.526867847,0.75933444,1.518668881,-4.297520179,1.239867713,-16.50080952
1.272298822,1.885118596,3.770237192,-3.36424298,-3.713381242,-0.41302335
-0.123985884,-3.125671995,-6.251343989,-1.114776798,-0.622464484,15.41351055
-0.331892923,1.923611935,3.847223869,-1.315076204,-3.949945518,6.247127497
-1.207346562,-0.579079179,-1.158158358,-5.521998634,-1.290592803,-5.836935167
-0.554955521,-0.157610769,-0.315221538,-3.81200717,-2.243897814,1.209121837
-0.474363774,0.521506165,1.04301233,-4.43725042,-1.022122113,-8.002717189
0.592259142,-0.95861997,-1.91723994,-4.660038845,0.871026189,-9.599199043
0.210710607,-2.837923286,-5.675846572,2.824863,-1.145557495,27.08870089
0.047792713,-1.231710816,-2.463421633,-0.928950377,2.867744069,-4.769158109
-0.423500562,1.069312153,2.138624306,-1.386733722,-0.04254321,-4.118729619
-0.03426172,-2.346079062,-4.692158124,-5.545268502,-0.241245996,-2.818006319
0.080152906,0.529475725,1.058951451,-2.200741691,-2.061549084,2.543794364
-1.14158147,-2.977588944,-5.955177887,0.798820019,0.461324092,16.34880246
1.250487272,-0.823662858,-1.647325716,-1.01188005,-1.701258522,10.09940836
0.698199022,-0.789201954,-1.578403908,-4.255545145,-3.467844418,6.711755772
-0.464291082,-1.1921116,-2.384223201,-6.738265054,-4.801980861,5.155677884
0.8684594,-2.300208092,-4.600416184,-2.44690463,-0.343400272,6.929844934
0.702257462,-2.377457242,-4.754914484,-2.084640924,-1.382273401,11.7615797
-0.17366265,2.38914248,4.778284959,-2.475475156,-0.001731871,-13.723408
-0.97728174,-1.490606001,-2.981212003,3.806402635,-1.308742793,25.6309961
-0.817290552,-4.166150627,-8.332301253,-3.937698154,2.092110331,0.768142402
0.843519257,0.801345189,1.602690378,-2.773280036,4.501117124,-24.06040415
-0.636668829,0.179900483,0.359800966,-4.351553867,-0.063938171,-9.447076619
0.924391648,-3.496857473,-6.993714946,-2.370859813,-0.453978989,12.33474344
-0.229031604,-0.094822834,-0.189645669,-5.38881457,5.692997028,-32.72386111
-1.74238112,0.549358503,1.098717006,-2.815929957,-4.701820722,10.05348394
-0.909462592,-1.2517027,-2.503405401,0.719363181,-3.196973119,22.55497821
-0.797337536,-2.919727269,-5.839454539,-2.099123583,-2.016580248,16.16952909
0.80711122,0.781939684,1.563879368,-1.860013392,0.214136123,-5.247331665
-0.836214038,-0.938541097,-1.877082194,1.187334875,-1.482752203,16.3727787
-0.565765988,-1.286837099,-2.573674199,-4.184332181,-0.669873219,-0.910415979
-1.167776117,-1.903012585,-3.80602517,-4.120599484,1.21392781,-5.372743026
-0.889173915,-1.064871254,-2.129742508,-5.827822563,-0.06654666,-9.414188324
0.437685389,-0.436230463,-0.872460926,-1.07363651,-3.654114656,15.86988518
-0.268407207,-1.081755066,-2.163510131,-0.616509368,-0.586643389,8.267057434
0.136676325,0.940901886,1.881803773,-2.049638391,-0.917862255,-2.656923042
-1.507653519,-2.596391054,-5.192782107,-3.136518963,3.989527587,-9.836268726
0.460398639,1.202708008,2.405416016,-2.569398573,-7.750038113,18.76307733
-2.593234679,-0.658283,-1.316566,-2.983845394,0.857851779,-5.761537223
-0.714377069,-2.450689879,-4.901379758,0.480645034,0.148642126,14.57580054
0.313495807,-2.312803032,-4.625606064,-4.982601925,-3.772277694,11.78058208
0.25554748,1.983012865,3.966025729,-3.683310697,1.243401864,-19.94605695
0.955316337,-3.021613076,-6.043226152,-2.121502499,-4.871453876,26.9064597
-0.741511063,-1.903582003,-3.807164005,-6.602830896,-0.445624037,-7.086719022
-2.012987259,-2.008447066,-4.016894133,0.188941454,-1.270228178,16.91708881
-0.697828477,0.645686577,1.291373154,-0.365457964,2.472683191,-8.911745674
1.274677514,0.00649747,0.01299494,0.21604913,-5.380246875,-0.564305015
0.892131837,0.770374943,1.540749886,-1.266519597,1.902396138,-10.33700678
1.229967943,-0.444907859,-0.889815718,-1.224531739,-0.930096128,4.911852989
0.900818348,0.465268097,0.930536193,-0.882373779,0.860485761,-4.184687571
0.182340221,-0.112634291,-0.225268581,-2.306795968,-0.587772046,-0.343235652
1.034493901,-2.865415492,-5.730830985,-0.266608658,0.388479581,13.16221508
0.521391512,-0.96120358,-1.92240716,-0.967159022,-1.569359345,10.60414109
-0.927443141,4.070949846,8.141899693,-1.527697136,0.46011113,-18.98872845
0.309681072,0.458409149,0.916818298,-1.505931749,0.022112745,-2.31334341
1.413940699,-1.139037437,-2.278074874,-2.106276662,-0.384488995,3.152339003
0.910047629,0.193363282,0.386726565,-3.941750272,-1.246250238,-3.927057443
0.233387598,-0.696513591,-1.393027183,-4.560485675,-2.215116078,0.674947327
0.291517903,0.987846849,1.975693698,-3.719150654,-0.187556555,-10.36678871
-0.336605987,-1.590439563,-3.180879126,-0.459612914,-0.453036974,10.06517059
0.29608162,-0.884736492,-1.769472985,-1.645650767,-4.54223934,18.42484888
-0.649818524,1.208317067,2.416634134,-1.61153463,0.431835084,-7.134386284
0.788446071,-2.358608765,-4.71721753,1.145924481,2.271547018,8.508937354
1.138448037,-3.995225126,-7.990450252,-3.949357041,0.396223786,6.006061735
-0.280023173,0.271691486,0.543382972,-6.183331337,-1.030446731,-12.48863334
0.807749361,0.027666284,0.055332567,-0.410120193,-0.31430689,3.467114442
1.327193465,-0.624388543,-1.248777086,-3.016367506,-1.867207672,4.415315502
-1.05484728,-1.280380167,-2.560760334,-2.473227277,0.75225563,-1.446024236
0.185124703,0.012741589,0.025483178,-1.387507391,1.514412674,-5.892402363
0.271971567,-0.933838241,-1.867676482,-0.256927532,2.023670662,-0.24116922
-1.584025084,-0.471116966,-0.942233932,0.159330255,1.692017253,-0.056693326
-0.586129052,-1.528135344,-3.056270689,-0.686971274,-3.478622005,19.94945025
0.363660912,-3.552864089,-7.105728177,-4.623540941,1.716159585,-1.979285433
0.267835655,-1.165822258,-2.331644516,-1.239749984,-1.014426007,8.228317186
-1.213925967,2.321903376,4.643806753,-1.734089394,2.761472223,-20.7329711
-1.612314014,-1.893986132,-3.787972263,-3.440602132,-3.950184349,15.38219189
0.655523994,-0.871569763,-1.743139526,-0.415139623,2.511866503,-2.973042627
-0.062448057,-1.47298827,-2.94597654,1.002656349,0.185878264,11.4290394
-0.692856508,-0.09491171,-0.18982342,-4.492384425,-0.240019291,-8.987437016
1.057396433,-0.97557586,-1.95115172,-2.050151401,0.720743748,-1.090447754
-0.54044985,-0.426417939,-0.852835879,-3.751798827,3.107977948,-17.23054935
0.564653394,-2.516505993,-5.033011986,-0.578219736,2.398185999,3.499589837
-1.649240326,-0.380020482,-0.760040965,-4.278811639,5.448019023,-27.42654956
-0.096410718,-1.749042507,-3.498085015,-3.643179192,-0.50969113,1.807700974
2.553941213,-0.660560624,-1.321121248,-3.664475858,-0.491639103,-3.155426695
0.015820632,-1.792203794,-3.584407588,0.000784514,-2.133197508,18.60191814
0.099872147,-0.851176694,-1.702353388,-0.298260559,-0.116903776,6.323434439
1.622398852,1.088800061,2.177600122,-1.077604953,2.172827304,-11.11648591
-1.420679629,0.383132245,0.766264489,-0.948563543,3.282503054,-12.55044778
0.504184371,0.693618001,1.387236002,-2.262294785,4.275470604,-20.86053988
-1.874102814,-0.739213527,0.361184983,-4.781737262,-0.565644227,-5.713801022
0.29009572,-0.576175497,-1.152350994,-1.001713409,-0.050367248,3.414022462
0.254711019,-1.445627985,-2.89125597,0.638703905,-5.123471348,29.75790764
0.235022852,-1.560565682,-3.121131365,-1.224095986,-2.252805319,14.38994612
1.134061454,-2.791111445,-5.58222289,-6.668770413,-0.311220901,-4.08837215
-1.06922277,0.330591061,0.661182121,0.838901369,-1.840124255,11.70925233
1.419755447,-1.904234596,-3.808469191,-3.67658757,3.457659555,-12.34800776
0.127598851,-1.032593403,-2.065186806,-0.491067471,-2.586343861,15.35323329
0.237338871,-2.564622531,-5.129245062,-6.441315076,-3.679943224,20.88263438
-0.233444545,-0.751702532,-1.503405064,-4.290653407,0.740077156,-9.065780966
1.471117901,1.701589656,3.403179312,-4.792462259,-2.515044408,-8.630608963
0.653439944,0.35303873,0.706077459,-2.858731544,0.219381369,-7.063129978
-2.054373182,-0.373319537,-0.746639074,-2.49582926,-3.876959272,11.84142387
0.5655478,0.811616355,1.623232709,-2.871455146,-1.29137585,-3.330561445
0.638667931,-3.466012316,-6.932024632,-0.332945481,-2.096263357,23.87005336
1.568588256,1.270740891,2.541481782,-2.899207399,-3.831186618,3.874917839
1.075433736,-2.593372177,-5.186744353,-1.571897178,-4.123161751,23.9225889
-0.770302696,-3.008790758,-6.017581516,0.702023884,-4.518270359,33.64283151
0.88373315,-1.880174497,-3.760348994,-1.594002745,0.542304866,4.566890477
-0.077234942,-1.791347698,-3.582695396,-4.516384,1.900971614,-9.468318065
0.773625697,-1.324084788,-2.648169576,-1.65322403,-0.311278511,5.37234417
-0.127257976,-1.660877532,-3.321755064,-4.797821839,-3.081346495,6.915308612
-0.408421078,0.581518467,1.163036933,-1.710715018,-3.163328887,7.813997075
0.274417808,-0.720704619,-1.441409239,-3.540038588,-1.028638202,-0.370067883
-0.924852753,-0.979624202,-1.959248405,-3.156845009,-1.365342015,3.3315384
-0.027161205,0.66129021,1.32258042,-3.491940109,1.790319588,-15.9032974
1.635193585,-1.758693684,-3.517387367,-3.965806429,2.111642789,-8.489627444
1.315173195,-2.030666505,-4.061333011,-3.820306428,5.17413027,-18.40658486
-0.360174593,1.614717227,3.229434453,-3.971103267,1.386952397,-19.5544388
0.007009938,-2.440297711,-4.880595422,-1.654888557,-1.251913572,12.54406359
0.324017952,1.736101456,3.472202912,-1.292454721,-5.570397109,12.44040964
-0.372783281,-2.845393763,-5.690787526,-0.81470856,1.528304411,7.172548914
0.423343525,-1.905390927,-3.810781854,-3.07909456,1.616415289,-3.388160286
-0.532753357,-1.634889377,-3.269778753,-2.841960357,-2.503893763,11.00611252
0.267651775,-1.434984385,-2.869968769,-5.027721394,2.582834008,-15.03291964
0.26239772,-1.674198498,-3.348396996,-0.841470266,-4.843116272,25.01124399
0.91938252,-2.581725992,-5.163451985,-6.304438664,0.818945003,-7.624011308
-0.89912569,-2.316042537,-4.632085074,-2.333604829,-3.434726039,17.98640345
0.783887436,-3.483766427,-6.967532855,-3.409737189,-0.630705202,9.465917502
-0.935119902,-0.786522818,-1.573045636,-3.538310552,2.290866292,-11.94823897
-0.360364056,-3.039989502,-6.079979003,-2.711526402,0.576983932,6.289807419
0.209807597,-1.075874354,-2.151748709,-1.281347899,2.197177701,-3.76469887
-0.751069606,-0.123881108,-0.247762215,-0.719963956,-1.200613989,6.829200419
0.055345725,-2.527658508,-5.055317016,-0.343824838,0.522682151,11.12374616
0.974758783,-1.148798858,-2.297597716,-0.519028042,-1.376352535,11.79598324
0.170638752,-0.909826814,-1.819653628,-3.493599353,-2.704744374,6.543133438
-0.146872925,-1.447282151,-2.894564302,-5.401269926,-0.205725746,-6.108473669
-0.029372292,-3.50402133,-7.00804266,-2.008013663,-0.956943128,15.00806612
4.433430023,-1.613447899,-3.226895798,-0.146684735,4.919286044,-7.900102324
0.462491035,1.586030315,3.17206063,-2.824918827,-3.001934767,-0.450238297
-0.092258689,-0.647104033,-1.294208066,-1.908469029,-0.762525996,3.336030965
-2.111797604,-2.361824149,-4.723648297,-3.280085672,0.732747076,0.79751222
-0.681744592,-1.19911193,-2.398223861,-5.192684995,1.974159668,-14.41465947
-2.738731469,-0.28114455,-0.5622891,-2.786521197,-5.088032141,14.61576586
-0.345397887,-0.426420317,-0.852840634,-1.095895258,-0.9046631,4.905823788
-0.542031798,0.904332158,1.808664316,-0.712983455,-0.2033828,-1.512749044
0.476452435,-2.037920424,-4.075840848,-3.822688514,1.589780846,-5.339660735
-0.11157333,-1.155234577,-2.310469154,-4.393400064,-3.643090735,8.147643521
2.209686319,-2.077597988,-4.155195977,-2.093387567,-3.515036396,18.30726916
-0.661130841,-2.942503982,-5.885007965,-0.219274456,-2.344999484,23.21397341
0.667334789,0.310347181,0.620694363,-2.428791439,-1.152604906,-0.789975948
-0.644053987,-3.277543561,-6.555087122,-5.117413325,-1.685319704,7.251388209
0.728165753,-2.789104774,-5.578209548,-2.258853448,0.281399857,6.849609242
0.057690123,0.36284575,0.7256915,-3.368725796,-0.242714889,-6.828662445
1.558567379,0.097509858,0.195019716,-1.467327454,-0.921675107,2.329262061
0.25013171,-1.604049825,-3.208099649,-3.897920109,-3.4763899,11.13010864
-0.804264739,0.113857642,0.227715285,-1.400422399,-3.6109048,12.05796499
1.081422644,2.354849123,4.709698245,-2.260735848,-5.934927083,8.975051114
0.95076153,-0.452116346,-0.904232692,-3.844875271,1.74834365,-12.32307359
-0.893979434,-0.962398326,-1.924796652,-3.101668715,1.78608586,-8.155342039
-1.354206808,0.718808582,1.437617165,-2.865116586,-8.874787181,0.356854347
1.987938778,-4.704595113,-9.409190225,-0.527843878,1.659312479,15.83363413
0.072748024,-2.625424969,-5.250849939,0.43717416,-3.655490841,28.7961424
-0.809106297,-2.242673938,-4.485347877,-1.436246919,-0.822990235,11.49182171
-1.150035898,-1.935610056,-3.871220112,-2.087629184,-4.320906154,20.55486939
0.009173334,0.054977871,0.109955743,-1.413141725,-0.213663987,-0.349478113
-1.775358586,-1.070547898,-2.141095795,-0.761536047,3.056034355,-5.02708985
-1.072092549,0.484904432,0.969808864,-3.708526591,1.317537077,-13.84737815
-0.593378005,-4.211814682,-8.423629364,-0.618127713,-0.639405299,20.64868223
-0.305856646,-0.621892976,-1.243785951,-3.168397079,-1.025858677,0.05888683
-1.160951992,-0.845235085,-1.690470171,-5.021491864,-2.570731597,1.205714912
0.031648648,-0.070791185,-0.14158237,-2.553639417,2.100167011,-11.21358406
-2.269374725,-0.560645086,-1.121290172,-4.322472745,-1.398007476,-1.835484964
1.097415973,-0.086623788,-0.173247576,-1.34224908,-2.593822239,9.215491427
0.309630251,-0.405258847,-0.810517694,-1.426894397,0.610210275,-0.846806675
0.730930645,1.012966444,2.025932887,-2.559113308,-2.168291661,-0.374140076
0.177749571,-1.541561142,-3.083122284,-4.990714999,1.886640415,-12.02005394
-0.2731893,-2.219252634,-4.438505267,1.601503687,-0.706188149,19.71341469
1.971548911,-2.604017816,-5.208035632,-4.953352255,0.630311022,-2.93280926
-0.451730799,-1.100447931,-2.200895862,-0.088601025,-0.222540116,8.089184788
-1.214269103,0.846532505,1.69306501,-4.110694863,-4.376224419,3.952037937
0.563092493,-3.462403667,-6.924807335,-1.201688223,2.135549368,6.219010888
-0.001970681,-1.726431693,-3.452863386,-1.94011821,-0.685640986,7.607914993
-1.053801415,1.911503523,3.823007045,-3.591424058,-1.155947809,-10.65404545
1.798261644,1.414888344,2.829776687,-2.015069053,-1.699322537,-1.834639345
0.241383728,-1.448509112,-2.897018224,1.253548974,-0.412235917,14.55637592
-0.936218098,-1.790966007,-3.581932015,-3.910724836,-0.171616534,-0.351506943
0.542749293,-2.166933299,-4.333866597,-4.236970037,0.936778196,-4.033520778
1.320769962,-2.197423844,-4.394847688,-4.056752069,1.363110284,-4.277766662
-0.314084225,0.772343937,1.544687873,-4.997403768,-2.339290019,-6.067376222
-0.980997387,-1.394860087,-2.789720174,-3.444481854,-0.686556775,1.695014706
0.493808863,-0.178061147,-0.356122294,-5.580759668,2.728983087,-22.17898613
-0.280295512,-1.760055046,-3.520110093,-4.155975917,0.277618495,-2.760595073
0.429660373,-1.738258188,-3.476516376,-3.874501709,-2.3840158,7.551980763
0.451198124,-0.378752564,-0.757505128,0.513354248,2.39219722,-1.416063289
1.09524509,1.048093708,2.096187415,-5.782716643,2.999444362,-28.4474738
-0.312129036,-0.543241486,-1.086482973,-6.832786695,0.842005221,-17.84956201
0.444038108,1.484239001,2.968478002,-1.805600082,-0.096053691,-7.757088364
-0.677400331,-1.698007567,-3.396015134,-4.541450727,-5.70933639,17.4949187
-1.827663838,0.531702401,1.063404801,-1.858438552,-1.343491464,0.771573039
0.693124442,0.48616128,0.972322561,-2.29939157,0.607420518,-7.419235212
0.990010118,-1.485083016,-2.970166031,-5.692038095,0.870673557,-10.88874961
-0.306700658,-2.526703186,-5.053406372,-4.404634687,-2.811305885,10.60447143
-0.434337814,0.147277539,0.294555078,-0.085149632,-0.787824288,5.613030076
0.143330467,0.281020052,0.562040104,-4.440295764,3.504491837,-23.4295624
0.836365868,-0.29082433,-0.58164866,-3.901242555,-0.548954709,-5.041150006
1.396281233,-0.551144525,-1.102289051,-1.759197107,3.705751814,-12.4286609
1.631500225,-2.311274234,-4.622548468,0.584680973,-2.618624616,24.38172494
-0.055082998,-2.604407039,-5.208814078,-3.090986309,-0.455950765,6.363568935
-0.142348978,-2.881704772,-5.763409544,-3.731183185,-0.960882447,7.611558805
-1.210044287,-0.792128231,-1.584256463,-1.449406158,-0.683411046,4.595929489
-1.454812733,1.405209444,2.810418888,-6.803037907,-1.774404782,-16.09282817
-0.965047413,-1.014519297,-2.029038595,-1.685690273,-0.668777853,5.504548855
-0.92199912,-1.638665234,-3.277330468,-3.838942971,2.556761585,-10.47101249
0.605618743,-3.551003071,-7.102006142,-5.340972194,-2.493779797,11.09842196
0.859367569,-3.235268734,-6.470537468,-2.845834706,0.405888789,6.415915571
0.697200675,-0.71279118,-1.42558236,-1.179744342,-3.022096723,14.00782429
-0.318025914,-0.024959445,-0.049918891,-3.605433474,2.63436314,-16.28741051
0.251503991,0.06703437,0.13406874,-4.195375675,-1.605633048,-3.509281502
-0.11470067,-1.840687691,-3.681375381,-2.551373344,0.812532663,0.148170634
-0.927396533,0.028601977,0.057203954,-1.689163406,-1.777243162,5.11805626
1.044092622,-1.59631085,-3.192621699,-2.375299966,-1.030420041,6.59295626
1.099884678,-2.866933761,-5.733867522,-1.596398939,-1.705167913,16.55425013
-0.597861235,-2.438620774,-4.877241548,-2.580774807,-0.976851759,8.586930683
-0.699625282,0.219738772,0.439477544,-4.841932008,-3.861134339,14.88372384
1.652953416,1.055666493,2.111332986,-0.486794163,-0.818312256,1.332253076
0.674072311,-2.000363947,-4.000727893,-3.726133818,1.161026068,-3.51263852
-0.186995223,1.433980596,2.867961193,-3.063436461,0.673660345,-13.5273202
1.825822573,1.900186628,3.800373257,2.223941471,-0.098285996,3.261073548
0.307185197,-0.896179155,-1.792358311,-3.035075029,1.377658145,-7.203875316
-0.30744793,-2.298376248,-4.596752496,-1.375408259,1.73485596,2.70284358
0.818143669,-1.332539147,-2.665078294,-5.201903645,3.709799494,-19.76956465
-2.959099341,-1.08305711,-2.166114219,-0.994801659,-1.003411982,8.697959379
-0.255994854,0.314224588,0.628449176,-1.228921774,2.320450569,-8.918647755
0.450099675,1.546554382,3.093108765,-2.964338259,0.419354433,-12.61069367
-0.429592221,-1.683840039,-3.367680078,-1.762256313,-2.265714471,12.98767401
0.377677675,-2.543623383,-5.087246766,-4.275843577,-0.669563296,3.878311376
-1.061682298,0.435424796,0.870849592,-1.042063212,0.891262401,-4.384904469
1.258811142,1.404337819,2.808675638,-3.388528915,-4.207519149,2.378764285
